kind,page_href,page_title,h1,nav_text,local_id,official_id,ordinal_in_page,official_caption_or_headers,caption_status,nearest_heading,context_en,rows,cols,n_imgs,workflow_phase,practical_reading_ja,mlflow_links,source_page_url,source_repo_url,image_storage_policy
figure,cat_adoptions/cat_adoptions.html,Incremental development and testing: Black cat adoptions – Bayesian Workflow book,Incremental development and testing: Black cat adoptions,Ch 22: Incremental development and testing: Black cat adoptions,cat-adoptions-cat-adoptions/fig-post2-sim,fig-post2-sim,11,Figure 11,label_only,3.2 Add observation (censoring) model,Posterior summary,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/cat_adoptions/cat_adoptions.html#fig-post2-sim,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/cat_adoptions/cat_adoptions.R,link_only_no_binary_copy_for_crc_book_site
figure,cat_adoptions/cat_adoptions.html,Incremental development and testing: Black cat adoptions – Bayesian Workflow book,Incremental development and testing: Black cat adoptions,Ch 22: Incremental development and testing: Black cat adoptions,cat-adoptions-cat-adoptions/fig-gg-post2-sim,fig-gg-post2-sim,12,Figure 12,label_only,3.2 Add observation (censoring) model,Posterior with simulated data with ggplot,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/cat_adoptions/cat_adoptions.html#fig-gg-post2-sim,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/cat_adoptions/cat_adoptions.R,link_only_no_binary_copy_for_crc_book_site
figure,cat_adoptions/cat_adoptions.html,Incremental development and testing: Black cat adoptions – Bayesian Workflow book,Incremental development and testing: Black cat adoptions,Ch 22: Incremental development and testing: Black cat adoptions,cat-adoptions-cat-adoptions/fig-post1-sim2,fig-post1-sim2,13,Figure 13,label_only,3.2 Add observation (censoring) model,Test previous model with new censored data,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/cat_adoptions/cat_adoptions.html#fig-post1-sim2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/cat_adoptions/cat_adoptions.R,link_only_no_binary_copy_for_crc_book_site
figure,cat_adoptions/cat_adoptions.html,Incremental development and testing: Black cat adoptions – Bayesian Workflow book,Incremental development and testing: Black cat adoptions,Ch 22: Incremental development and testing: Black cat adoptions,cat-adoptions-cat-adoptions/fig-gg-post1-sim2,fig-gg-post1-sim2,14,Figure 14,label_only,3.2 Add observation (censoring) model,Posterior with simulated data with ggplot,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/cat_adoptions/cat_adoptions.html#fig-gg-post1-sim2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/cat_adoptions/cat_adoptions.R,link_only_no_binary_copy_for_crc_book_site
figure,cat_adoptions/cat_adoptions.html,Incremental development and testing: Black cat adoptions – Bayesian Workflow book,Incremental development and testing: Black cat adoptions,Ch 22: Incremental development and testing: Black cat adoptions,cat-adoptions-cat-adoptions/fig-post1-post2-km,fig-post1-post2-km,15,Figure 15,label_only,3.2 Add observation (censoring) model,Kaplan-meier posterior simulations,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/cat_adoptions/cat_adoptions.html#fig-post1-post2-km,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/cat_adoptions/cat_adoptions.R,link_only_no_binary_copy_for_crc_book_site
figure,cat_adoptions/cat_adoptions.html,Incremental development and testing: Black cat adoptions – Bayesian Workflow book,Incremental development and testing: Black cat adoptions,Ch 22: Incremental development and testing: Black cat adoptions,cat-adoptions-cat-adoptions/fig-gg-post2-km,fig-gg-post2-km,16,Figure 16,label_only,3.2 Add observation (censoring) model,Kaplan-meier posterior simulations,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/cat_adoptions/cat_adoptions.html#fig-gg-post2-km,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/cat_adoptions/cat_adoptions.R,link_only_no_binary_copy_for_crc_book_site
figure,cat_adoptions/cat_adoptions.html,Incremental development and testing: Black cat adoptions – Bayesian Workflow book,Incremental development and testing: Black cat adoptions,Ch 22: Incremental development and testing: Black cat adoptions,cat-adoptions-cat-adoptions/figure-017,,17,,empty,4.1 Prior predictive distributuon,"Repeatedly sample from prior, simulate observations Prior draws",,,1,Prior / prior predictive,事前分布が現実的なデータ範囲を生成するかを見る。現場導入前に、あり得ない予測の比率をゲート化する。,"prior_spec_id, prior_predictive_seed, simulated_n, implausible_rate",https://avehtari.github.io/Bayesian-Workflow/cat_adoptions/cat_adoptions.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/cat_adoptions/cat_adoptions.R,link_only_no_binary_copy_for_crc_book_site
figure,cat_adoptions/cat_adoptions.html,Incremental development and testing: Black cat adoptions – Bayesian Workflow book,Incremental development and testing: Black cat adoptions,Ch 22: Incremental development and testing: Black cat adoptions,cat-adoptions-cat-adoptions/fig-km-2,fig-km-2,18,Figure 17,label_only,4.2 Posterior predictive distribution,"Sample from posterior, simulate observations. Problem with this example: need to impute censored values so we’ll simulate Kaplan-Meier curves to compare to empirical curve. Plot em",,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/cat_adoptions/cat_adoptions.html#fig-km-2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/cat_adoptions/cat_adoptions.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/fig-worldcup-mcmc-intervals-fit_1,fig-worldcup-mcmc-intervals-fit_1,1,Figure 1,label_only,3 First model,Fit the model and show the results,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html#fig-worldcup-mcmc-intervals-fit_1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/fig-worldcup-ppc-intervals-fit_1,fig-worldcup-ppc-intervals-fit_1,2,Figure 2,label_only,3.1 Check fit of the first model,Fit the model and show the results,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html#fig-worldcup-ppc-intervals-fit_1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/fig-worldcup-mcmc-intervals-fit_2,fig-worldcup-mcmc-intervals-fit_2,3,Figure 3,label_only,4 Second model without sqrt transformation,Fit the model and show the results,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html#fig-worldcup-mcmc-intervals-fit_2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/fig-worldcup-ppc-intervals-fit_2,fig-worldcup-ppc-intervals-fit_2,4,Figure 4,label_only,4.1 Check fit of the second model to data,Fit the model and show the results,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html#fig-worldcup-ppc-intervals-fit_2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/fig-worldcup-mcmc-intervals-fit_3,fig-worldcup-mcmc-intervals-fit_3,5,Figure 5,label_only,5 Fix the first model,Fit the model and show the results,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html#fig-worldcup-mcmc-intervals-fit_3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/fig-worldcup-ppc-intervals-fit_3,fig-worldcup-ppc-intervals-fit_3,6,Figure 6,label_only,5.1 Check the fit of the fixed first model,Fit the model and show the results,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html#fig-worldcup-ppc-intervals-fit_3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/fig-worldcup-mcmc-intervals-fit_3_no_prior,fig-worldcup-mcmc-intervals-fit_3_no_prior,7,Figure 7,label_only,5.2 Fit the same model without the powerindex prior,set b=0 in the data,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html#fig-worldcup-mcmc-intervals-fit_3_no_prior,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/figure-008,,8,,empty,7.6 LOO-CV predictive checking,LOO-CV predictive checking with LOO-PIT for the discrete model looks fine,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/figure-009,,9,,empty,7.6 LOO-CV predictive checking,LOO-CV predictive checking for the continuous model indicates slight miscalibration with too many low PIT values (left tail of the predictive distribution is shorter than expected),,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/figure-010,,10,,empty,8.1 LOO-CV predictive checking,LOO-CV predictive checking with LOO-PIT for the binary Poisson model looks fine.,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,world_cup/world_cup.html,Debugging a model: World Cup football – Bayesian Workflow book,Debugging a model: World Cup football,Ch 23: Debugging a model: World Cup football,world-cup-world-cup/figure-011,,11,,empty,8.1 LOO-CV predictive checking,LOO-CV predictive checking with LOO-PIT for the Poisson difference model looks fine.,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/world_cup/world_cup.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/world_cup/world_cup.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-posterior-poisson,fig-posterior-poisson,1,Figure 1,label_only,3 Poisson model,Plot posterior,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-posterior-poisson,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_dens-poisson,fig-ppc_dens-poisson,2,Figure 2,label_only,3.1 Posterior predictive checking,"Posterior predictive checking can often detect problems and also provide more information about the reason. As the range of counts is large, we can use kernel density estimate plot",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_dens-poisson,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_rootogram-poisson,fig-ppc_rootogram-poisson,3,Figure 3,label_only,3.1 Posterior predictive checking,"Although in this case the model misspecification is obvious with kernel density plot, too, for count the often a better choice is a rootogram variant proposed by Säilynoja et al. (",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_rootogram-poisson,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-posterior-nb,fig-posterior-nb,4,Figure 4,label_only,4 Negative binomial model,Plot posterior,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-posterior-nb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_dens-nb,fig-ppc_dens-nb,5,Figure 5,label_only,4.1 Posterior and LOO predictive checking,We use posterior predictive checking to compare marginal data and predictive distributions.,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_dens-nb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_rootogram-nb,fig-ppc_rootogram-nb,6,Figure 6,label_only,4.1 Posterior and LOO predictive checking,We see that the negative-binomial model is much better although it seems that the model predictive distribution has more mass for small counts than the real data. This discrepancy,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_rootogram-nb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_intervals-nb,fig-ppc_intervals-nb,7,Figure 7,label_only,4.1 Posterior and LOO predictive checking,"Instead of looking at the marginal distribution, we can look at the pointwise predictive distribution and corresponding observations.",,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_intervals-nb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_pit-nb,fig-ppc_pit-nb,8,Figure 8,label_only,4.1 Posterior and LOO predictive checking,"If the model predictive distributions are well calibrated, then the observations should look like randomly drawn from the predictive distributions. We can use a pit_ecdf to make pr",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_pit-nb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_loo_intervals-nb,fig-ppc_loo_intervals-nb,9,Figure 9,label_only,4.1 Posterior and LOO predictive checking,"All Pareto- \hat{k} are good indicating PSIS-LOO computation with moment matching works well. p_loo is closer to the actual number of parameters, but still slightly larger than the",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_loo_intervals-nb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_loo_pit-nb,fig-ppc_loo_pit-nb,10,Figure 10,label_only,4.1 Posterior and LOO predictive checking,"All Pareto- \hat{k} are good indicating PSIS-LOO computation with moment matching works well. p_loo is closer to the actual number of parameters, but still slightly larger than the",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_loo_pit-nb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-posterior-nb_dispersion,fig-posterior-nb_dispersion,11,Figure 11,label_only,4.1 Posterior and LOO predictive checking,"As Poisson is a special case of negative-Binomial, instead of using cross validation model comparison, we could have also seen that Poisson is not a good model by looking at the po",,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-posterior-nb_dispersion,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-pava-nb,fig-pava-nb,12,Figure 12,label_only,4.1 Posterior and LOO predictive checking,"Posterior predictive rootogram and LOO-PIT-ECDF looked good, but for discrete models where some discrete values have relatively high probability it may miss things and it is good t",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-pava-nb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-posterior-poisson_varying,fig-posterior-poisson_varying,13,Figure 13,label_only,5.1 Analyse posterior,Plot posterior,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-posterior-poisson_varying,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_dens-poisson_varying,fig-ppc_dens-poisson_varying,14,Figure 14,label_only,5.3 Posterior predictive checking,We do posterior predictive checking for varying intercept Poisson model.,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_dens-poisson_varying,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
